	id	artist	title	genre	style	decade	year	filename
46	4005	the superbs	where or when	 soul	 soul	1970.0	1977.0	4005_4.mp3
47	4005	the superbs	where or when	 soul	 soul	1970.0	1977.0	4005_2.mp3
48	4005	the superbs	where or when	 soul	 soul	1970.0	1977.0	4005_17.mp3
49	4005	the superbs	where or when	 soul	 soul	1970.0	1977.0	4005_9.mp3
50	4005	the superbs	where or when	 soul	 soul	1970.0	1977.0	4005_8.mp3
51	4007	the superlatives	forget about tomorrow	 soul	soul	1960.0	1967.0	4007_15.mp3
52	4007	the superlatives	forget about tomorrow	 soul	soul	1960.0	1967.0	4007_16.mp3
53	4007	the superlatives	forget about tomorrow	 soul	soul	1960.0	1967.0	4007_8.mp3
54	4007	the superlatives	forget about tomorrow	 soul	soul	1960.0	1967.0	4007_11.mp3
55	4007	the superlatives	forget about tomorrow	 soul	soul	1960.0	1967.0	4007_1.mp3
56	4007	the superlatives	forget about tomorrow	 soul	soul	1960.0	1967.0	4007_3.mp3
57	4007	the superlatives	forget about tomorrow	 soul	soul	1960.0	1967.0	4007_6.mp3
58	4007	the superlatives	forget about tomorrow	 soul	soul	1960.0	1967.0	4007_14.mp3
59	4007	the superlatives	forget about tomorrow	 soul	soul	1960.0	1967.0	4007_7.mp3
60	4007	the superlatives	forget about tomorrow	 soul	soul	1960.0	1967.0	4007_12.mp3
61	4007	the superlatives	forget about tomorrow	 soul	soul	1960.0	1967.0	4007_13.mp3
62	4007	the superlatives	forget about tomorrow	 soul	soul	1960.0	1967.0	4007_2.mp3
63	4007	the superlatives	forget about tomorrow	 soul	soul	1960.0	1967.0	4007_4.mp3
64	4007	the superlatives	forget about tomorrow	 soul	soul	1960.0	1967.0	4007_10.mp3
65	4007	the superlatives	forget about tomorrow	 soul	soul	1960.0	1967.0	4007_9.mp3
66	4007	the superlatives	forget about tomorrow	 soul	soul	1960.0	1967.0	4007_5.mp3
67	4009	the superlatives	i still love you	 soul	rhythm & blues,soul,funk	1960.0	1966.0	4009_9.mp3
68	4009	the superlatives	i still love you	 soul	rhythm & blues,soul,funk	1960.0	1966.0	4009_1.mp3
69	4009	the superlatives	i still love you	 soul	rhythm & blues,soul,funk	1960.0	1966.0	4009_10.mp3
70	4009	the superlatives	i still love you	 soul	rhythm & blues,soul,funk	1960.0	1966.0	4009_6.mp3
71	4009	the superlatives	i still love you	 soul	rhythm & blues,soul,funk	1960.0	1966.0	4009_12.mp3
72	4009	the superlatives	i still love you	 soul	rhythm & blues,soul,funk	1960.0	1966.0	4009_2.mp3
73	4009	the superlatives	i still love you	 soul	rhythm & blues,soul,funk	1960.0	1966.0	4009_8.mp3
74	4009	the superlatives	i still love you	 soul	rhythm & blues,soul,funk	1960.0	1966.0	4009_15.mp3
75	4009	the superlatives	i still love you	 soul	rhythm & blues,soul,funk	1960.0	1966.0	4009_14.mp3
76	4009	the superlatives	i still love you	 soul	rhythm & blues,soul,funk	1960.0	1966.0	4009_11.mp3
77	4009	the superlatives	i still love you	 soul	rhythm & blues,soul,funk	1960.0	1966.0	4009_13.mp3
78	4009	the superlatives	i still love you	 soul	rhythm & blues,soul,funk	1960.0	1966.0	4009_5.mp3
79	4009	the superlatives	i still love you	 soul	rhythm & blues,soul,funk	1960.0	1966.0	4009_3.mp3
80	4009	the superlatives	i still love you	 soul	rhythm & blues,soul,funk	1960.0	1966.0	4009_4.mp3
81	4009	the superlatives	i still love you	 soul	rhythm & blues,soul,funk	1960.0	1966.0	4009_7.mp3
82	4011	the supreme jubilees	it'll all be over	 soul	gospel	1980.0	1980.0	4011_12.mp3
83	4011	the supreme jubilees	it'll all be over	 soul	gospel	1980.0	1980.0	4011_13.mp3
84	4011	the supreme jubilees	it'll all be over	 soul	gospel	1980.0	1980.0	4011_3.mp3
85	4011	the supreme jubilees	it'll all be over	 soul	gospel	1980.0	1980.0	4011_8.mp3
86	4011	the supreme jubilees	it'll all be over	 soul	gospel	1980.0	1980.0	4011_6.mp3
87	4011	the supreme jubilees	it'll all be over	 soul	gospel	1980.0	1980.0	4011_14.mp3
88	4011	the supreme jubilees	it'll all be over	 soul	gospel	1980.0	1980.0	4011_11.mp3
89	4011	the supreme jubilees	it'll all be over	 soul	gospel	1980.0	1980.0	4011_4.mp3
90	4011	the supreme jubilees	it'll all be over	 soul	gospel	1980.0	1980.0	4011_15.mp3
91	4011	the supreme jubilees	it'll all be over	 soul	gospel	1980.0	1980.0	4011_5.mp3
92	4011	the supreme jubilees	it'll all be over	 soul	gospel	1980.0	1980.0	4011_16.mp3
93	4011	the supreme jubilees	it'll all be over	 soul	gospel	1980.0	1980.0	4011_10.mp3
94	4011	the supreme jubilees	it'll all be over	 soul	gospel	1980.0	1980.0	4011_9.mp3
95	4011	the supreme jubilees	it'll all be over	 soul	gospel	1980.0	1980.0	4011_2.mp3
96	4011	the supreme jubilees	it'll all be over	 soul	gospel	1980.0	1980.0	4011_1.mp3
97	4011	the supreme jubilees	it'll all be over	 soul	gospel	1980.0	1980.0	4011_7.mp3
98	4013	the suspects	that's how i feel	 soul	soul	1970.0	1975.0	4013_14.mp3
99	4013	the suspects	that's how i feel	 soul	soul	1970.0	1975.0	4013_9.mp3
100	4013	the suspects	that's how i feel	 soul	soul	1970.0	1975.0	4013_5.mp3
101	4013	the suspects	that's how i feel	 soul	soul	1970.0	1975.0	4013_6.mp3
102	4013	the suspects	that's how i feel	 soul	soul	1970.0	1975.0	4013_7.mp3
103	4013	the suspects	that's how i feel	 soul	soul	1970.0	1975.0	4013_4.mp3
104	4013	the suspects	that's how i feel	 soul	soul	1970.0	1975.0	4013_13.mp3
105	4013	the suspects	that's how i feel	 soul	soul	1970.0	1975.0	4013_1.mp3
106	4013	the suspects	that's how i feel	 soul	soul	1970.0	1975.0	4013_3.mp3
107	4013	the suspects	that's how i feel	 soul	soul	1970.0	1975.0	4013_10.mp3
108	4013	the suspects	that's how i feel	 soul	soul	1970.0	1975.0	4013_12.mp3
109	4013	the suspects	that's how i feel	 soul	soul	1970.0	1975.0	4013_11.mp3
110	4013	the suspects	that's how i feel	 soul	soul	1970.0	1975.0	4013_16.mp3
111	4013	the suspects	that's how i feel	 soul	soul	1970.0	1975.0	4013_15.mp3
112	4013	the suspects	that's how i feel	 soul	soul	1970.0	1975.0	4013_8.mp3
113	4013	the suspects	that's how i feel	 soul	soul	1970.0	1975.0	4013_2.mp3
114	4014	the swiss movement	the grass is greener	 soul	soul	1970.0	1973.0	4014_4.mp3
115	4014	the swiss movement	the grass is greener	 soul	soul	1970.0	1973.0	4014_2.mp3
116	4014	the swiss movement	the grass is greener	 soul	soul	1970.0	1973.0	4014_9.mp3
117	4014	the swiss movement	the grass is greener	 soul	soul	1970.0	1973.0	4014_15.mp3
118	4014	the swiss movement	the grass is greener	 soul	soul	1970.0	1973.0	4014_13.mp3
119	4014	the swiss movement	the grass is greener	 soul	soul	1970.0	1973.0	4014_7.mp3
120	4014	the swiss movement	the grass is greener	 soul	soul	1970.0	1973.0	4014_6.mp3
121	4014	the swiss movement	the grass is greener	 soul	soul	1970.0	1973.0	4014_8.mp3
122	4014	the swiss movement	the grass is greener	 soul	soul	1970.0	1973.0	4014_3.mp3
123	4014	the swiss movement	the grass is greener	 soul	soul	1970.0	1973.0	4014_11.mp3
124	4014	the swiss movement	the grass is greener	 soul	soul	1970.0	1973.0	4014_16.mp3
125	4014	the swiss movement	the grass is greener	 soul	soul	1970.0	1973.0	4014_1.mp3
126	4014	the swiss movement	the grass is greener	 soul	soul	1970.0	1973.0	4014_14.mp3
127	4014	the swiss movement	the grass is greener	 soul	soul	1970.0	1973.0	4014_10.mp3
128	4014	the swiss movement	the grass is greener	 soul	soul	1970.0	1973.0	4014_12.mp3
129	4014	the swiss movement	the grass is greener	 soul	soul	1970.0	1973.0	4014_5.mp3
130	4016	the symphonic four	who do you think your fooling	 soul	soul	1970.0	1971.0	4016_27.mp3
131	4016	the symphonic four	who do you think your fooling	 soul	soul	1970.0	1971.0	4016_9.mp3
132	4016	the symphonic four	who do you think your fooling	 soul	soul	1970.0	1971.0	4016_26.mp3
133	4016	the symphonic four	who do you think your fooling	 soul	soul	1970.0	1971.0	4016_2.mp3
134	4016	the symphonic four	who do you think your fooling	 soul	soul	1970.0	1971.0	4016_8.mp3
135	4016	the symphonic four	who do you think your fooling	 soul	soul	1970.0	1971.0	4016_14.mp3
136	4016	the symphonic four	who do you think your fooling	 soul	soul	1970.0	1971.0	4016_25.mp3
137	4016	the symphonic four	who do you think your fooling	 soul	soul	1970.0	1971.0	4016_21.mp3
138	4016	the symphonic four	who do you think your fooling	 soul	soul	1970.0	1971.0	4016_12.mp3
139	4016	the symphonic four	who do you think your fooling	 soul	soul	1970.0	1971.0	4016_29.mp3
140	4016	the symphonic four	who do you think your fooling	 soul	soul	1970.0	1971.0	4016_24.mp3
141	4016	the symphonic four	who do you think your fooling	 soul	soul	1970.0	1971.0	4016_22.mp3
142	4016	the symphonic four	who do you think your fooling	 soul	soul	1970.0	1971.0	4016_19.mp3
143	4016	the symphonic four	who do you think your fooling	 soul	soul	1970.0	1971.0	4016_18.mp3
144	4016	the symphonic four	who do you think your fooling	 soul	soul	1970.0	1971.0	4016_20.mp3
145	4016	the symphonic four	who do you think your fooling	 soul	soul	1970.0	1971.0	4016_10.mp3
146	4016	the symphonic four	who do you think your fooling	 soul	soul	1970.0	1971.0	4016_11.mp3
147	4016	the symphonic four	who do you think your fooling	 soul	soul	1970.0	1971.0	4016_23.mp3
148	4016	the symphonic four	who do you think your fooling	 soul	soul	1970.0	1971.0	4016_17.mp3
149	4016	the symphonic four	who do you think your fooling	 soul	soul	1970.0	1971.0	4016_15.mp3
150	4016	the symphonic four	who do you think your fooling	 soul	soul	1970.0	1971.0	4016_5.mp3
151	4016	the symphonic four	who do you think your fooling	 soul	soul	1970.0	1971.0	4016_3.mp3
152	4016	the symphonic four	who do you think your fooling	 soul	soul	1970.0	1971.0	4016_4.mp3
153	4016	the symphonic four	who do you think your fooling	 soul	soul	1970.0	1971.0	4016_1.mp3
154	4016	the symphonic four	who do you think your fooling	 soul	soul	1970.0	1971.0	4016_16.mp3
155	4016	the symphonic four	who do you think your fooling	 soul	soul	1970.0	1971.0	4016_6.mp3
156	4016	the symphonic four	who do you think your fooling	 soul	soul	1970.0	1971.0	4016_13.mp3
157	4016	the symphonic four	who do you think your fooling	 soul	soul	1970.0	1971.0	4016_28.mp3
158	4016	the symphonic four	who do you think your fooling	 soul	soul	1970.0	1971.0	4016_30.mp3
159	4016	the symphonic four	who do you think your fooling	 soul	soul	1970.0	1971.0	4016_7.mp3
160	4017	the symphonics	she's just a sad girl	 soul	soul	1960.0	1967.0	4017_1.mp3
161	4017	the symphonics	she's just a sad girl	 soul	soul	1960.0	1967.0	4017_11.mp3
162	4017	the symphonics	she's just a sad girl	 soul	soul	1960.0	1967.0	4017_7.mp3
163	4017	the symphonics	she's just a sad girl	 soul	soul	1960.0	1967.0	4017_4.mp3
164	4017	the symphonics	she's just a sad girl	 soul	soul	1960.0	1967.0	4017_12.mp3
165	4017	the symphonics	she's just a sad girl	 soul	soul	1960.0	1967.0	4017_8.mp3
166	4017	the symphonics	she's just a sad girl	 soul	soul	1960.0	1967.0	4017_14.mp3
167	4017	the symphonics	she's just a sad girl	 soul	soul	1960.0	1967.0	4017_5.mp3
168	4017	the symphonics	she's just a sad girl	 soul	soul	1960.0	1967.0	4017_10.mp3
169	4017	the symphonics	she's just a sad girl	 soul	soul	1960.0	1967.0	4017_15.mp3
170	4017	the symphonics	she's just a sad girl	 soul	soul	1960.0	1967.0	4017_13.mp3
171	4017	the symphonics	she's just a sad girl	 soul	soul	1960.0	1967.0	4017_9.mp3
172	4017	the symphonics	she's just a sad girl	 soul	soul	1960.0	1967.0	4017_6.mp3
173	4017	the symphonics	she's just a sad girl	 soul	soul	1960.0	1967.0	4017_2.mp3
174	4017	the symphonics	she's just a sad girl	 soul	soul	1960.0	1967.0	4017_3.mp3
175	4020	the t.m.g.'s	what can i do	 soul	funk	1960.0	1967.0	4020_3.mp3
176	4020	the t.m.g.'s	what can i do	 soul	funk	1960.0	1967.0	4020_16.mp3
177	4020	the t.m.g.'s	what can i do	 soul	funk	1960.0	1967.0	4020_18.mp3
178	4020	the t.m.g.'s	what can i do	 soul	funk	1960.0	1967.0	4020_13.mp3
179	4020	the t.m.g.'s	what can i do	 soul	funk	1960.0	1967.0	4020_12.mp3
180	4020	the t.m.g.'s	what can i do	 soul	funk	1960.0	1967.0	4020_8.mp3
181	4020	the t.m.g.'s	what can i do	 soul	funk	1960.0	1967.0	4020_19.mp3
182	4020	the t.m.g.'s	what can i do	 soul	funk	1960.0	1967.0	4020_5.mp3
183	4020	the t.m.g.'s	what can i do	 soul	funk	1960.0	1967.0	4020_11.mp3
184	4020	the t.m.g.'s	what can i do	 soul	funk	1960.0	1967.0	4020_17.mp3
185	4020	the t.m.g.'s	what can i do	 soul	funk	1960.0	1967.0	4020_20.mp3
186	4020	the t.m.g.'s	what can i do	 soul	funk	1960.0	1967.0	4020_2.mp3
187	4020	the t.m.g.'s	what can i do	 soul	funk	1960.0	1967.0	4020_10.mp3
188	4020	the t.m.g.'s	what can i do	 soul	funk	1960.0	1967.0	4020_7.mp3
189	4020	the t.m.g.'s	what can i do	 soul	funk	1960.0	1967.0	4020_15.mp3
190	4020	the t.m.g.'s	what can i do	 soul	funk	1960.0	1967.0	4020_9.mp3
191	4020	the t.m.g.'s	what can i do	 soul	funk	1960.0	1967.0	4020_6.mp3
192	4020	the t.m.g.'s	what can i do	 soul	funk	1960.0	1967.0	4020_14.mp3
193	4020	the t.m.g.'s	what can i do	 soul	funk	1960.0	1967.0	4020_4.mp3
194	4020	the t.m.g.'s	what can i do	 soul	funk	1960.0	1967.0	4020_1.mp3
195	4021	the t.n.j.'s	falling in love	 soul	soul	1970.0	1974.0	4021_4.mp3
196	4021	the t.n.j.'s	falling in love	 soul	soul	1970.0	1974.0	4021_8.mp3
197	4021	the t.n.j.'s	falling in love	 soul	soul	1970.0	1974.0	4021_20.mp3
198	4021	the t.n.j.'s	falling in love	 soul	soul	1970.0	1974.0	4021_3.mp3
199	4021	the t.n.j.'s	falling in love	 soul	soul	1970.0	1974.0	4021_11.mp3
200	4021	the t.n.j.'s	falling in love	 soul	soul	1970.0	1974.0	4021_9.mp3
201	4021	the t.n.j.'s	falling in love	 soul	soul	1970.0	1974.0	4021_2.mp3
202	4021	the t.n.j.'s	falling in love	 soul	soul	1970.0	1974.0	4021_17.mp3
203	4021	the t.n.j.'s	falling in love	 soul	soul	1970.0	1974.0	4021_19.mp3
204	4021	the t.n.j.'s	falling in love	 soul	soul	1970.0	1974.0	4021_15.mp3
205	4021	the t.n.j.'s	falling in love	 soul	soul	1970.0	1974.0	4021_24.mp3
206	4021	the t.n.j.'s	falling in love	 soul	soul	1970.0	1974.0	4021_18.mp3
207	4021	the t.n.j.'s	falling in love	 soul	soul	1970.0	1974.0	4021_5.mp3
208	4021	the t.n.j.'s	falling in love	 soul	soul	1970.0	1974.0	4021_21.mp3
209	4021	the t.n.j.'s	falling in love	 soul	soul	1970.0	1974.0	4021_22.mp3
210	4021	the t.n.j.'s	falling in love	 soul	soul	1970.0	1974.0	4021_6.mp3
211	4021	the t.n.j.'s	falling in love	 soul	soul	1970.0	1974.0	4021_14.mp3
212	4021	the t.n.j.'s	falling in love	 soul	soul	1970.0	1974.0	4021_10.mp3
213	4021	the t.n.j.'s	falling in love	 soul	soul	1970.0	1974.0	4021_1.mp3
214	4021	the t.n.j.'s	falling in love	 soul	soul	1970.0	1974.0	4021_16.mp3
215	4021	the t.n.j.'s	falling in love	 soul	soul	1970.0	1974.0	4021_7.mp3
216	4021	the t.n.j.'s	falling in love	 soul	soul	1970.0	1974.0	4021_13.mp3
217	4021	the t.n.j.'s	falling in love	 soul	soul	1970.0	1974.0	4021_23.mp3
218	4021	the t.n.j.'s	falling in love	 soul	soul	1970.0	1974.0	4021_12.mp3
219	4022	the tempos	i call it love	 soul	soul,funk	1970.0	1970.0	4022_6.mp3
220	4022	the tempos	i call it love	 soul	soul,funk	1970.0	1970.0	4022_3.mp3
221	4022	the tempos	i call it love	 soul	soul,funk	1970.0	1970.0	4022_1.mp3
222	4022	the tempos	i call it love	 soul	soul,funk	1970.0	1970.0	4022_12.mp3
223	4022	the tempos	i call it love	 soul	soul,funk	1970.0	1970.0	4022_7.mp3
224	4022	the tempos	i call it love	 soul	soul,funk	1970.0	1970.0	4022_9.mp3
225	4022	the tempos	i call it love	 soul	soul,funk	1970.0	1970.0	4022_10.mp3
226	4022	the tempos	i call it love	 soul	soul,funk	1970.0	1970.0	4022_8.mp3
227	4022	the tempos	i call it love	 soul	soul,funk	1970.0	1970.0	4022_4.mp3
228	4022	the tempos	i call it love	 soul	soul,funk	1970.0	1970.0	4022_2.mp3
229	4022	the tempos	i call it love	 soul	soul,funk	1970.0	1970.0	4022_5.mp3
230	4022	the tempos	i call it love	 soul	soul,funk	1970.0	1970.0	4022_11.mp3
231	4023	the temptations	hey girl i like your style	 soul	soul	1970.0	1973.0	4023_13.mp3
232	4023	the temptations	hey girl i like your style	 soul	soul	1970.0	1973.0	4023_1.mp3
233	4023	the temptations	hey girl i like your style	 soul	soul	1970.0	1973.0	4023_11.mp3
234	4023	the temptations	hey girl i like your style	 soul	soul	1970.0	1973.0	4023_6.mp3
235	4023	the temptations	hey girl i like your style	 soul	soul	1970.0	1973.0	4023_14.mp3
236	4023	the temptations	hey girl i like your style	 soul	soul	1970.0	1973.0	4023_7.mp3
237	4023	the temptations	hey girl i like your style	 soul	soul	1970.0	1973.0	4023_2.mp3
238	4023	the temptations	hey girl i like your style	 soul	soul	1970.0	1973.0	4023_15.mp3
239	4023	the temptations	hey girl i like your style	 soul	soul	1970.0	1973.0	4023_20.mp3
240	4023	the temptations	hey girl i like your style	 soul	soul	1970.0	1973.0	4023_17.mp3
241	4023	the temptations	hey girl i like your style	 soul	soul	1970.0	1973.0	4023_19.mp3
242	4023	the temptations	hey girl i like your style	 soul	soul	1970.0	1973.0	4023_12.mp3
243	4023	the temptations	hey girl i like your style	 soul	soul	1970.0	1973.0	4023_18.mp3
244	4023	the temptations	hey girl i like your style	 soul	soul	1970.0	1973.0	4023_9.mp3
245	4023	the temptations	hey girl i like your style	 soul	soul	1970.0	1973.0	4023_3.mp3
246	4023	the temptations	hey girl i like your style	 soul	soul	1970.0	1973.0	4023_16.mp3
247	4023	the temptations	hey girl i like your style	 soul	soul	1970.0	1973.0	4023_4.mp3
248	4023	the temptations	hey girl i like your style	 soul	soul	1970.0	1973.0	4023_5.mp3
249	4023	the temptations	hey girl i like your style	 soul	soul	1970.0	1973.0	4023_8.mp3
250	4023	the temptations	hey girl i like your style	 soul	soul	1970.0	1973.0	4023_10.mp3
251	4024	the temptations	you're my everything thing	 soul	funk,soul	1970.0	1971.0	4024_6.mp3
252	4024	the temptations	you're my everything thing	 soul	funk,soul	1970.0	1971.0	4024_1.mp3
253	4024	the temptations	you're my everything thing	 soul	funk,soul	1970.0	1971.0	4024_4.mp3
254	4024	the temptations	you're my everything thing	 soul	funk,soul	1970.0	1971.0	4024_11.mp3
255	4024	the temptations	you're my everything thing	 soul	funk,soul	1970.0	1971.0	4024_15.mp3
256	4024	the temptations	you're my everything thing	 soul	funk,soul	1970.0	1971.0	4024_5.mp3
257	4024	the temptations	you're my everything thing	 soul	funk,soul	1970.0	1971.0	4024_7.mp3
258	4024	the temptations	you're my everything thing	 soul	funk,soul	1970.0	1971.0	4024_16.mp3
259	4024	the temptations	you're my everything thing	 soul	funk,soul	1970.0	1971.0	4024_3.mp3
260	4024	the temptations	you're my everything thing	 soul	funk,soul	1970.0	1971.0	4024_12.mp3
261	4024	the temptations	you're my everything thing	 soul	funk,soul	1970.0	1971.0	4024_9.mp3
262	4024	the temptations	you're my everything thing	 soul	funk,soul	1970.0	1971.0	4024_13.mp3
263	4024	the temptations	you're my everything thing	 soul	funk,soul	1970.0	1971.0	4024_2.mp3
264	4024	the temptations	you're my everything thing	 soul	funk,soul	1970.0	1971.0	4024_14.mp3
265	4024	the temptations	you're my everything thing	 soul	funk,soul	1970.0	1971.0	4024_10.mp3
266	4024	the temptations	you're my everything thing	 soul	funk,soul	1970.0	1971.0	4024_8.mp3
267	4025	the teques	don't push my love cup	 soul	soul	1960.0	1969.0	4025_12.mp3
268	4025	the teques	don't push my love cup	 soul	soul	1960.0	1969.0	4025_5.mp3
269	4025	the teques	don't push my love cup	 soul	soul	1960.0	1969.0	4025_9.mp3
270	4025	the teques	don't push my love cup	 soul	soul	1960.0	1969.0	4025_4.mp3
271	4025	the teques	don't push my love cup	 soul	soul	1960.0	1969.0	4025_1.mp3
272	4025	the teques	don't push my love cup	 soul	soul	1960.0	1969.0	4025_2.mp3
273	4025	the teques	don't push my love cup	 soul	soul	1960.0	1969.0	4025_11.mp3
274	4025	the teques	don't push my love cup	 soul	soul	1960.0	1969.0	4025_8.mp3
275	4025	the teques	don't push my love cup	 soul	soul	1960.0	1969.0	4025_6.mp3
276	4025	the teques	don't push my love cup	 soul	soul	1960.0	1969.0	4025_7.mp3
277	4025	the teques	don't push my love cup	 soul	soul	1960.0	1969.0	4025_3.mp3
278	4025	the teques	don't push my love cup	 soul	soul	1960.0	1969.0	4025_10.mp3
279	4026	the tmg's	takes a little time	 soul	soul	2020.0	2020.0	4026_14.mp3
280	4026	the tmg's	takes a little time	 soul	soul	2020.0	2020.0	4026_2.mp3
281	4026	the tmg's	takes a little time	 soul	soul	2020.0	2020.0	4026_10.mp3
282	4026	the tmg's	takes a little time	 soul	soul	2020.0	2020.0	4026_5.mp3
283	4026	the tmg's	takes a little time	 soul	soul	2020.0	2020.0	4026_6.mp3
284	4026	the tmg's	takes a little time	 soul	soul	2020.0	2020.0	4026_7.mp3
285	4026	the tmg's	takes a little time	 soul	soul	2020.0	2020.0	4026_16.mp3
286	4026	the tmg's	takes a little time	 soul	soul	2020.0	2020.0	4026_12.mp3
287	4026	the tmg's	takes a little time	 soul	soul	2020.0	2020.0	4026_13.mp3
288	4026	the tmg's	takes a little time	 soul	soul	2020.0	2020.0	4026_11.mp3
289	4026	the tmg's	takes a little time	 soul	soul	2020.0	2020.0	4026_3.mp3
290	4026	the tmg's	takes a little time	 soul	soul	2020.0	2020.0	4026_4.mp3
291	4026	the tmg's	takes a little time	 soul	soul	2020.0	2020.0	4026_1.mp3
292	4026	the tmg's	takes a little time	 soul	soul	2020.0	2020.0	4026_8.mp3
293	4026	the tmg's	takes a little time	 soul	soul	2020.0	2020.0	4026_15.mp3
294	4026	the tmg's	takes a little time	 soul	soul	2020.0	2020.0	4026_9.mp3
295	4027	the tnj's	i didn't know	 soul	soul	1960.0	1968.0	4027_5.mp3
296	4027	the tnj's	i didn't know	 soul	soul	1960.0	1968.0	4027_15.mp3
297	4027	the tnj's	i didn't know	 soul	soul	1960.0	1968.0	4027_3.mp3
298	4027	the tnj's	i didn't know	 soul	soul	1960.0	1968.0	4027_4.mp3
299	4027	the tnj's	i didn't know	 soul	soul	1960.0	1968.0	4027_2.mp3
300	4027	the tnj's	i didn't know	 soul	soul	1960.0	1968.0	4027_6.mp3
301	4027	the tnj's	i didn't know	 soul	soul	1960.0	1968.0	4027_9.mp3
302	4027	the tnj's	i didn't know	 soul	soul	1960.0	1968.0	4027_10.mp3
303	4027	the tnj's	i didn't know	 soul	soul	1960.0	1968.0	4027_1.mp3
304	4027	the tnj's	i didn't know	 soul	soul	1960.0	1968.0	4027_12.mp3
305	4027	the tnj's	i didn't know	 soul	soul	1960.0	1968.0	4027_14.mp3
306	4027	the tnj's	i didn't know	 soul	soul	1960.0	1968.0	4027_13.mp3
